,Comune,Provincia,Tipologia,Categoria,Denominazione,Indirizzo,Frazione,Telefono,FAX,Indirizzo posta elettronica,Sito internet,Periodo apertura,Codice esercizio ricettivo,Partita IVA,Prezzo massimo letto aggiunto,Prezzo massimo consumazione pasto,Prezzo massimo colazione,Numero camere,Numero posti letto,Numero bagni comuni,Numero posti per tipo unità,Tipologia unità,Prezzo,Mobili,Numero posti,Tipologia piazzola,Prezzo piazzola,Numero lavelli,Numero WC,Numero docce,Numero piazzole,Allestimenti stabili,Allestimenti mobili,Capacita ricettiva,Codice servizio,Descrizione servizio,Tipo servizio,Codice altro servizio,Descrizione altro servizio,Denominazione localita turistica,Denominazione annuario localita turistica,Denominazione ente annuario localita turistica,Altitudine localita turistica,Cap localita turistica,Denominazione localita,Altitudine localita,Codice localita,CAP localita,Unnamed: 48
814,TORCEGNO,TRENTO,CAMPEGGIO PARCO PER VACANZE,1stella,CAMPEGGIO AI CASTAGNI,"LOC. LOBEA, 1",,0461-766129,0461-766129,campingaicastagni@libero. it,,annuale,1284437,1345660227.0,,,,,,,,piazzola,6.0,,,,,,,,82.0,0.0,0.0,250.0,STANN14.tennis-tavolo,Tennis tavolo - ping pong,,,,TORCEGNO,TORCEGNO,A.P.T. VALSUGANA - TESINO,780,38050,TORCEGNO,769,518,38050,
815,TRENTO,TRENTO,AFFITTACAMERE,un_sole,AFFITTACAMERE VELA,"VIA SS. COSMA E DAMIANO, 21/6",PIEDICASTELLO - VELA,0461-827200,0461-829924,info@hotelvela.com,,annuale,1468631,1220010225.0,"22,00",,,6.0,15.0,0.0,2.0,appartamento,96.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,PIEDICASTELLO - VELA,194,50000627,38122,
816,TRENTO,TRENTO,AFFITTACAMERE,un_sole,ESTER,"VIA SALE', 8",POVO,0461-810380,,camere.ester@gmail.com,www.camereester.com,annuale,1285768,1583400229.0,"10,00",,,8.0,15.0,0.0,1.0,camera-con-bagno,43.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,POVO,398,10504,38123,
817,TRENTO,TRENTO,AFFITTACAMERE,un_sole,LA CANONICA,"STRADA STRETTA, 1",VILLAZZANO,0461-392218,0461-396649,info@locandacanonicatrent o.it,,annuale,143726687,2134140223.0,"25,00",,,12.0,24.0,0.0,2.0,camera-con-bagno,130.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,VILLAZZANO,194,10537,38123,
818,TRENTO,TRENTO,AFFITTACAMERE,un_sole,LA VILLA LUXURY ROOMS IN TRENTO,"SALITA DELLA SPALLIERA, 3",,340 3386104,,info@lavillatrento.it,www.lavillatrento.it,annuale,302110735,1843570225.0,,,,11.0,23.0,0.0,7.0,appartamento,0.0,,,,,,,,,,,,,,prima-colazione,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
819,TRENTO,TRENTO,AFFITTACAMERE,un_sole,LOCANDA DEL BEL SORRISO,"STRADA DELLE NOVALINE, 42",MATTARELLO,0461-942212,0461-45596,villa.bertagnolli@tin.it,www.villabertagnolli.it,annuale,1287258,1698620224.0,"20,00",,,7.0,15.0,0.0,2.0,camera-con-bagno,109.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,MATTARELLO,198,10484,38123,
820,TRENTO,TRENTO,AFFITTACAMERE,un_sole,ROOMS & BREAKFAST F.C.S.,"VIA DELLA SALUGA, 3/B",,0461-891343,0461-233926,comunitasolidale@diocesit n.it,,annuale,304883911,337510226.0,,,,10.0,17.0,0.0,1.0,camera-con-bagno,0.0,,,,,,,,,,,,,,prima-colazione,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
821,TRENTO,TRENTO,AFFITTACAMERE,un_sole,SANTA LUCIA,"VIA SS. COSMA E DAMIANO, 17/A",PIEDICASTELLO - VELA,0461-827200,,info@hotelvela.com,,annuale,275386230,1220010225.0,,,,1.0,2.0,0.0,2.0,appartamento,0.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,PIEDICASTELLO - VELA,194,50000627,38100,
822,TRENTO,TRENTO,AFFITTACAMERE,un_sole,VELA 2,"VIA S.S. COSMA E DAMIANO, 19",PIEDICASTELLO - VELA,0461-827200,,info@hotelvela.com,,annuale,242476989,1220010225.0,"22,00",,,4.0,6.0,0.0,1.0,camera-con-bagno,60.0,,,,,,,,,,,,STANN03.doccia-calda,Doccia calda/fredda,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,PIEDICASTELLO - VELA,194,50000627,38121,
823,TRENTO,TRENTO,BED & BREAKFAST,,AI BOLLERI - ARERVO SAVERIO,"LOCALITA' AI BOLLERI, 42",MARTIGNANO,336-590808,,arisave60@gmail.com,,annuale,291118970,,,,,2.0,3.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,MARTIGNANO,194,50000628,38121,
824,TRENTO,TRENTO,BED & BREAKFAST,,AL CONVENTO,"VIA GOCCIADORO, 156",,345-1758447,,alconventotn@virgilio.it,,annuale,280975416,,,,,1.0,1.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
825,TRENTO,TRENTO,BED & BREAKFAST,,ALLA FONTANA DEL TRITONE - PAOLA CROSATO,"VIA BELENZANI, 42",,345 4573277,,polla_cro@hotmail.it,www.b-bfontanatritone.web node.it,annuale,241475770,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,100.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
826,TRENTO,TRENTO,BED & BREAKFAST,,ALLE COSTE - PARIS LORENZA,"VIA ALLE COSTE, 24 - COGNOLA",COGNOLA,0461-983783,,lorenza.paris@bedandbreak fastallecoste.it,www.bedandbreakfastalleco ste.it,annuale,1291784,,,,,2.0,6.0,0.0,3.0,camera-con-bagno,90.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,COGNOLA,389,10457,38121,
827,TRENTO,TRENTO,BED & BREAKFAST,,ALTEA - VALENTI MIRELLA,"VIA DEI VALONI, 16",POVO,334-7297910,,alteabb@gmail.com,,annuale,259501222,,,,,2.0,5.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,POVO,398,10504,38050,
828,TRENTO,TRENTO,BED & BREAKFAST,,ARIA D'ARGENTO - PEDROTTI DANIELA,"VIA ALLA VEDUTA, 134/B",COGNOLA,340-6494823,,info@bbariadargento.it,,annuale,305669306,,,,,3.0,9.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,COGNOLA,389,10457,38050,
829,TRENTO,TRENTO,BED & BREAKFAST,,ARTEMIA - AGOSTINI MARCO,"VIA DEL DOS CALT, 4",SOPRAMONTE,338-7985340,,bbartemia@gmail.com,bbartemia.oneminutesite.i t,annuale,252123178,,,,,2.0,7.0,0.0,3.0,camera-con-bagno,105.0,,,,,,,,,,,,,,BBqualita,,,MONTE BONDONE,TRENTO - MONTE BONDONE,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",1300,38040,SOPRAMONTE,623,10528,38070,
830,TRENTO,TRENTO,BED & BREAKFAST,,B&B AL CAVOUR 34 - LIBARDI ELISA,"VIA CAVOUR, 34",,0461-922133,,alcavour34@gmail.com,www.alcavour34.it,annuale,267663510,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
831,TRENTO,TRENTO,BED & BREAKFAST,,B&B AL DUOMO - GIOVANNINI CLAUDIO,"VICOLO DEI BIRRI, 3-5",,,,,,annuale,323882013,,,,,4.0,12.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
832,TRENTO,TRENTO,BED & BREAKFAST,,B&B ALLA ROGGIA,"VIA C. ANDREATTA, 13",GARDOLO,349-3946746,,bballaroggia@gmail.com,,annuale,300668811,,,,,2.0,6.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,GARDOLO,200,10473,38121,
833,TRENTO,TRENTO,BED & BREAKFAST,,B&B AL NETTUNO - BRANDALISE CLELIA,"VIA ROMAGNOSI, 26",,345-8267294,,info@bbnettuno.it,www.bbnettuno.it,annuale,265609789,,,,,3.0,9.0,1.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
834,TRENTO,TRENTO,BED & BREAKFAST,,B&B ARMANDO DIAZ - BRACCINI MICHELA,"VIA ARMANDO DIAZ, 5",,348 6198518,,bedandbreakfastdiaz@hotma il.com,,annuale,292057404,,,,,2.0,6.0,1.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
835,TRENTO,TRENTO,BED & BREAKFAST,,B&B CASA TRENTINA - GIANNI ENRICA,"VIA DELLE CAVE, 77",,340-3766254,,helios55@vodafone.it,,annuale,260248536,,,,,2.0,4.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
836,TRENTO,TRENTO,BED & BREAKFAST,,B&B IL GIARDINO - FANTIN LAURA,"VIA DELLA SPALLIERA, 1",,0461 1865105,0461 1860838,info@bbgiardino.it,www.bbgiardino.it,annuale,260458671,,,,,3.0,6.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
837,TRENTO,TRENTO,BED & BREAKFAST,,B&B I MIEI TESORI - IANESELLI KATIA,"VIA DEL PONTE, 12",RAVINA,334-7298008,,elefede95@gmail.com,,annuale,260454028,,,,,1.0,4.0,0.0,4.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,RAVINA,252,10519,38040,
838,TRENTO,TRENTO,BED & BREAKFAST,,B&B LAINEZ - COLOMER GARCIA ISABEL,"PIAZZETTA P. DIEGO LAINEZ, 1",,328-3754975,,beblainez@gmail.com,,annuale,310909424,,,,,4.0,8.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
839,TRENTO,TRENTO,BED & BREAKFAST,,B&B LA PIAZZETTA DEL DUOMO - TOMBINI ANDREA,"VIA S. VIGILIO, 4",,338-7065673,,bbalduomo4@gmail.com,,annuale,308082575,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
840,TRENTO,TRENTO,BED & BREAKFAST,,B&B LORENZO - PODETTI LORENZO,"VIA MURALTA, 13/2",,0461-980447,,lpodetti@hotmail.it,,annuale,260661578,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
841,TRENTO,TRENTO,BED & BREAKFAST,,B&B MARGOT DI CASORIA ANGELA,"VIA MAFFEI, 1",,3737738322,,info@bbmargot.com,,annuale,270179939,,,,,4.0,12.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
842,TRENTO,TRENTO,BED & BREAKFAST,,B&B MAURA PETTORRUSO - PETTORRUSO MAURA,"VIA SLOP, 17/6",,339-4293594,,maura.pettorruso@gmail.co m,,annuale,259827813,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38123,
843,TRENTO,TRENTO,BED & BREAKFAST,,B&B MIA - LANER EMANUEL,"VIA TORRE VANGA, 14",,327-6161663,,info@bbmia.it,www.bbmia.it,annuale,277815910,,,,,4.0,15.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
844,TRENTO,TRENTO,BED & BREAKFAST,,B&B OLGA - COSTIN OLGA,"VIA R. GUARDINI, 42",,320-9680676,,,,annuale,280143790,,,,,2.0,4.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
845,TRENTO,TRENTO,BED & BREAKFAST,,B&B RELAIS VILLA SIZZO - ENGEL ANJA,"VIA CENTRALE, 32/A",RAVINA,0461-1750000,0461-1750000,info@villasizzo.it,www.villasizzo.it,annuale,208933040,,,,,4.0,12.0,0.0,2.0,camera-con-bagno,120.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,RAVINA,252,10519,38123,
846,TRENTO,TRENTO,BED & BREAKFAST,,B&B RESIDENZA ALLE ARCATE - BERTOLDI NICOLA,"VIA SAN PIO X, 75",,347-4723886,,sergio.bertoldi@alice.it,,annuale,261063803,,,,,3.0,12.0,0.0,4.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
847,TRENTO,TRENTO,BED & BREAKFAST,,B&B ROSAGALINA - HUMMLER SYBILLE,"VIA ZARA, 8/C",,334 7464718,,info@rosagalina.it,,annuale,280966339,,,,,2.0,3.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
848,TRENTO,TRENTO,BED & BREAKFAST,,B&B TARAMELLI - DAL RI' GIOVANNI,"VIA TARAMELLI, 3",,338-9117458,,bbtaramelli@gmail.com,www.bbtaramelli.it,annuale,261263975,,,,,2.0,6.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
849,TRENTO,TRENTO,BED & BREAKFAST,,B&B VILLA CORNELIA - BOSETTI GIULIA,"VIA AL BRAIDON, 11",CADINE,393-6185558,,ggiuliabosetti@gmail.com,,annuale,260403086,,,,,3.0,7.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,CADINE,194,10455,38123,
850,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST ADA - NASO LAURA,"VIA MAZZINI, 4",,335-6058815,0461-231776,info@bbada.it,www.bbada.it,annuale,161628057,,,,,2.0,5.0,1.0,2.0,camera-senza-bagno,90.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
851,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST AI TRE PORTONI - PATELLI GIOVANNI,"VICOLO MADRUZZO, 8",,0461-235236,0461-235236,ristopat@tiscali.it,www.aitreportoni.com,annuale,208463457,,,,,2.0,4.0,1.0,2.0,camera-con-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
852,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST ARCADIA - IRRANCA ADRIANO,"VIA DEL PRA' DE L'AGNELA, 28",GAZZADINA,348-8257440,,arcadiatrento@fastwebnet. it,,annuale,1607988,,,,,2.0,6.0,0.0,2.0,camera-con-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,GAZZADINA,194,50000614,38121,
853,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST CENTRO - CHIETTINI ROBERTO,"VIA ROMA, 27",,349 6087572,,,,annuale,310228220,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
854,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST DANTE - GUARINO ELISA,"VIA TORRE VANGA, 14",,399 3650981,,info@bbdante.com,,annuale,310263007,,,,,4.0,16.0,0.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
855,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST EDEN - BIASIOR VERBENA,"VIA ROMA, 27",,339 3650981,,info@bbeden.it,,annuale,310228284,,,,,4.0,10.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
856,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST LE MUSE - DELLAMARIA CRISTINA,"VICOLO CRISTOFORO MADRUZZO, 6",,347-6475297,,info@bblemuse.com,,annuale,242743416,,,,,3.0,6.0,1.0,1.0,camera-senza-bagno,45.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
857,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST MARINA - FAES MARINA,"VIA PER VILLAMONTAGNA, 54",VILLAMONTAGNA,346-3831179,,,,annuale,1610261,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,VILLAMONTAGNA,194,50000630,38121,
858,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST SOFIA - FACCHINELLI GRAZIELLA,"VIA VITTORIO VENETO, 92",,333 - 7940663,,bbsofia.tn@gmail.com,,annuale,225184859,,,,,2.0,5.0,0.0,2.0,camera-con-bagno,90.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
859,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST TRENTO - LANER FRANCO,"VIA TORRE VANGA, 14",,339-3650981,,info@bbtrento.com,,annuale,310254568,,,,,4.0,16.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
860,TRENTO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST VILLA GEMMA - AICHNER ALESSANDRO,"VIA LASTE, 2",,0461-230302,0461-230302,bb.villagemma@gmail.com,www.villagemma.eu,annuale,227772654,,,,,2.0,3.0,0.0,1.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
861,TRENTO,TRENTO,BED & BREAKFAST,,BED & BREAKFAST CA' BIANCA - LIOTTA MARIA LIVIA,"VIA GABBIOLO, 22 - POVO",POVO,0461-811451,,livia@cabiancatrento.it,,annuale,1291965,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,75.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,POVO,398,10504,38123,
862,TRENTO,TRENTO,BED & BREAKFAST,,BED & BREAKFAST DOSS TRENTO - TURRI LUISELLA,"VIA SS. COSMA E DAMIANO, 94",,0461-231270,,info@dosstrento.it,,annuale,110889904,,,,,3.0,8.0,1.0,2.0,camera-senza-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
863,TRENTO,TRENTO,BED & BREAKFAST,,BNB TRENTO - PRETTO SILVIA,"VIA GALASSA, 45",VILLAZZANO,338 1204729,,bnb.trento.it@gmail.com,,annuale,296093687,,,,,4.0,9.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,VILLAZZANO,194,10537,38050,
864,TRENTO,TRENTO,BED & BREAKFAST,,BUONCONSIGLIO - LAZZERI MASSIMO,"SALITA DELLA SPALLIERA, 4",,328 7315514,,massimolazzeri@hotmail.co m,,annuale,1292439,,,,,3.0,6.0,1.0,2.0,camera-senza-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
865,TRENTO,TRENTO,BED & BREAKFAST,,CASA DELL'ALBICOCCO - FALLA ANGELA,"VIA ALLE PORTE, 71",ROMAGNANO,0461-349562,,angela68@aol.it,,annuale,1292481,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,100.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,ROMAGNANO,194,10522,38123,
866,TRENTO,TRENTO,BED & BREAKFAST,,CASA ELENA E ISACCO - MATTIVI ELENA,"VIA SAN PIO X, 44",,347-1673893,,elemattivi@yooh.it,,annuale,278034762,,,,,2.0,6.0,1.0,3.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
867,TRENTO,TRENTO,BED & BREAKFAST,,CASA POMPERMAIER - PONTALTI LUCIA,"VIA ALDO SCHMID, 5",,0461-822190,0461-822190,info@bbcasapompermaier.it,www.bbcasapompermaier.it,annuale,1292328,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
868,TRENTO,TRENTO,BED & BREAKFAST,,CASA TONDIN - CASAGRANDE CINZIA,"VIA PER VILLAMONTAGNA, 12",COGNOLA,389-0749292,,casatondin@gmail.com,www.casatondin.it,annuale,248948728,,,,,2.0,6.0,0.0,3.0,camera-con-bagno,120.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,COGNOLA,389,10457,38121,
869,TRENTO,TRENTO,BED & BREAKFAST,,DA ANNA - MARZATICO ANNA,"VIA CALEPINA, 12",,,,,,annuale,310820446,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
870,TRENTO,TRENTO,BED & BREAKFAST,,GLI SCORCI DI TRENTO - DELLI PONTI VITTORIO,"VIA DEL SUFFRAGIO, 50",,0461-231155,,vittorio@vdpfreelancer.it,,annuale,309355607,,,,,2.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
871,TRENTO,TRENTO,BED & BREAKFAST,,HEART OF TRENTO - GUADAGNINI MARCO,VICOLO DEL VO' 27,,345-5293378,,info@heartoftrento.com,www.heartoftrento.com,annuale,269029739,,,,,3.0,6.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
